"geneID","PH6WC_XY335","PH4CVvsXY335","PH4CVvsPH6WC","RIL335"
"Zm00001d030888",1,0,1,0
"Zm00001d030891",0,0,0,1
"Zm00001d030893",0,0,0,1
"Zm00001d030902",1,1,1,1
"Zm00001d030909",1,0,1,1
"Zm00001d030916",1,0,0,0
"Zm00001d030934",1,0,0,0
"Zm00001d030935",0,0,0,1
"Zm00001d030937",0,1,0,0
"Zm00001d030951",0,0,1,0
"Zm00001d030952",0,0,0,1
"Zm00001d030953",1,1,1,0
"Zm00001d030955",1,0,0,0
"Zm00001d030958",0,1,0,0
"Zm00001d030960",0,1,1,1
"Zm00001d030962",0,1,0,0
"Zm00001d030967",0,0,0,1
"Zm00001d030981",0,1,0,0
"Zm00001d030982",0,0,0,1
"Zm00001d030985",0,0,0,1
"Zm00001d030993",0,1,1,0
"Zm00001d030995",1,1,0,0
"Zm00001d030996",0,0,0,1
"Zm00001d030998",0,1,1,0
"Zm00001d031005",0,0,0,1
"Zm00001d031008",0,1,0,0
"Zm00001d031009",0,0,0,1
"Zm00001d031013",0,0,0,1
"Zm00001d031028",0,0,0,1
"Zm00001d031040",0,0,0,1
"Zm00001d031044",1,1,0,0
"Zm00001d031045",0,0,0,1
"Zm00001d031050",0,1,0,0
"Zm00001d031058",0,0,0,1
"Zm00001d031059",1,0,1,1
"Zm00001d031060",0,0,0,1
"Zm00001d031061",1,0,0,0
"Zm00001d031063",1,1,1,1
"Zm00001d031065",0,1,0,0
"Zm00001d031070",0,0,0,1
"Zm00001d031071",0,1,0,0
"Zm00001d031072",1,1,0,0
"Zm00001d031092",0,0,0,1
"Zm00001d031101",0,0,0,1
"Zm00001d031115",1,0,1,0
"Zm00001d031118",1,0,1,1
"Zm00001d031128",0,0,0,1
"Zm00001d031129",0,0,0,1
"Zm00001d031132",0,1,0,0
"Zm00001d031134",0,0,0,1
"Zm00001d031149",0,0,1,1
"Zm00001d031152",0,0,0,1
"Zm00001d031155",0,0,0,1
"Zm00001d031158",1,1,1,1
"Zm00001d031163",1,1,1,1
"Zm00001d031164",1,1,1,1
"Zm00001d031168",0,1,1,1
"Zm00001d031178",0,1,0,0
"Zm00001d031179",0,1,0,0
"Zm00001d031182",1,1,1,0
"Zm00001d031187",0,0,0,1
"Zm00001d031188",1,0,1,0
"Zm00001d031189",0,1,0,0
"Zm00001d031191",0,0,0,1
"Zm00001d031194",0,0,0,1
"Zm00001d031200",0,1,1,0
"Zm00001d031201",0,0,0,1
"Zm00001d031203",0,1,1,0
"Zm00001d031221",1,1,0,0
"Zm00001d031222",1,1,1,0
"Zm00001d031227",0,1,0,0
"Zm00001d031228",0,0,0,1
"Zm00001d031244",0,0,0,1
"Zm00001d031253",1,1,0,0
"Zm00001d031256",0,1,0,1
"Zm00001d031257",0,1,0,0
"Zm00001d031259",0,0,0,1
"Zm00001d031267",1,0,0,1
"Zm00001d031268",1,1,0,0
"Zm00001d031272",0,0,0,1
"Zm00001d031275",1,0,0,0
"Zm00001d031279",0,1,0,0
"Zm00001d031289",0,0,0,1
"Zm00001d031290",0,0,0,1
"Zm00001d031292",1,1,0,0
"Zm00001d031300",0,1,0,0
"Zm00001d031303",0,0,0,1
"Zm00001d031315",1,0,0,0
"Zm00001d031316",0,0,0,1
"Zm00001d031317",0,0,0,1
"Zm00001d031325",0,1,1,1
"Zm00001d031326",1,0,0,0
"Zm00001d031328",0,1,0,0
"Zm00001d031329",1,0,0,0
"Zm00001d031333",0,0,0,1
"Zm00001d031344",1,0,1,0
"Zm00001d031345",0,0,0,1
"Zm00001d031349",0,1,1,0
"Zm00001d031372",0,1,1,0
"Zm00001d031377",1,1,1,0
"Zm00001d031398",1,0,1,1
"Zm00001d031418",0,1,0,0
"Zm00001d031426",0,0,0,1
"Zm00001d031427",0,0,0,1
"Zm00001d031430",0,1,0,0
"Zm00001d031436",1,0,0,1
"Zm00001d031437",0,0,0,1
"Zm00001d031439",0,0,0,1
"Zm00001d031441",0,0,0,1
"Zm00001d031445",0,0,0,1
"Zm00001d031447",0,0,0,1
"Zm00001d031454",0,1,1,0
"Zm00001d031460",1,0,1,1
"Zm00001d031465",0,0,0,1
"Zm00001d031475",0,0,1,0
"Zm00001d031482",0,0,0,1
"Zm00001d031488",0,0,0,1
"Zm00001d031489",1,0,0,1
"Zm00001d031494",0,1,1,0
"Zm00001d031505",0,0,0,1
"Zm00001d031509",1,1,0,1
"Zm00001d031527",0,1,0,0
"Zm00001d031529",0,0,0,1
"Zm00001d031530",0,0,1,1
"Zm00001d031532",1,0,0,0
"Zm00001d031533",0,1,0,0
"Zm00001d031534",0,1,0,0
"Zm00001d031540",0,0,0,1
"Zm00001d031542",1,0,0,0
"Zm00001d031543",0,0,0,1
"Zm00001d031545",0,1,0,0
"Zm00001d031556",0,1,1,1
"Zm00001d031560",1,0,1,0
"Zm00001d031587",1,1,0,1
"Zm00001d031599",0,1,1,0
"Zm00001d031600",0,0,1,0
"Zm00001d031601",0,0,0,1
"Zm00001d031611",1,1,0,0
"Zm00001d031614",1,0,1,0
"Zm00001d031635",0,1,1,0
"Zm00001d031637",0,1,0,0
"Zm00001d031640",0,1,0,0
"Zm00001d031651",0,1,0,0
"Zm00001d031653",1,0,0,0
"Zm00001d031657",0,0,0,1
"Zm00001d031666",0,1,0,0
"Zm00001d031667",0,0,0,1
"Zm00001d031669",0,0,0,1
"Zm00001d031674",0,1,1,0
"Zm00001d031676",1,1,0,0
"Zm00001d031677",1,1,1,1
"Zm00001d031678",0,0,0,1
"Zm00001d031684",1,1,0,0
"Zm00001d031688",1,0,0,1
"Zm00001d031689",0,0,0,1
"Zm00001d031696",1,0,1,0
"Zm00001d031697",0,0,0,1
"Zm00001d031700",1,0,1,0
"Zm00001d031701",0,1,0,0
"Zm00001d031703",1,0,1,1
"Zm00001d031705",1,0,0,0
"Zm00001d031706",1,1,0,1
"Zm00001d031708",0,0,0,1
"Zm00001d031711",0,0,0,1
"Zm00001d031724",0,1,0,0
"Zm00001d031726",1,0,1,0
"Zm00001d031728",0,1,1,0
"Zm00001d031740",0,1,0,0
"Zm00001d031745",0,0,0,1
"Zm00001d031747",0,1,0,0
"Zm00001d031749",1,1,0,0
"Zm00001d031751",0,0,1,0
"Zm00001d031759",0,0,0,1
"Zm00001d031764",0,1,0,0
"Zm00001d031771",0,0,1,1
"Zm00001d031772",0,1,1,1
"Zm00001d031782",0,0,0,1
"Zm00001d031785",1,1,0,1
"Zm00001d031790",1,0,0,0
"Zm00001d031792",0,0,0,1
"Zm00001d031794",0,0,0,1
"Zm00001d031796",0,0,1,0
"Zm00001d031799",1,1,1,0
"Zm00001d031801",0,0,0,1
"Zm00001d031802",1,0,1,0
"Zm00001d031807",0,0,0,1
"Zm00001d031811",1,0,1,0
"Zm00001d031813",1,0,0,0
"Zm00001d031816",1,1,1,0
"Zm00001d031817",0,0,0,1
"Zm00001d031819",1,1,1,1
"Zm00001d031825",1,0,0,0
"Zm00001d031832",1,0,0,1
"Zm00001d031835",1,1,1,1
"Zm00001d031847",1,0,0,0
"Zm00001d031852",0,1,1,0
"Zm00001d031854",0,0,1,0
"Zm00001d031858",0,1,1,0
"Zm00001d031860",1,0,1,0
"Zm00001d031863",0,0,0,1
"Zm00001d031870",0,0,0,1
"Zm00001d031878",0,0,1,0
"Zm00001d031893",1,1,1,1
"Zm00001d031899",1,1,0,0
"Zm00001d031904",1,1,0,1
"Zm00001d031906",1,1,0,1
"Zm00001d031907",1,1,0,1
"Zm00001d031908",0,1,0,0
"Zm00001d031909",0,0,0,1
"Zm00001d031921",0,0,0,1
"Zm00001d031926",0,0,0,1
"Zm00001d031927",0,0,0,1
"Zm00001d031929",0,1,0,0
"Zm00001d031934",0,1,0,1
"Zm00001d031939",0,1,0,1
"Zm00001d031941",1,1,1,1
"Zm00001d031943",0,0,0,1
"Zm00001d031946",0,0,1,1
"Zm00001d031951",0,1,1,0
"Zm00001d031952",0,1,1,0
"Zm00001d031953",0,1,1,0
"Zm00001d031954",0,0,1,0
"Zm00001d031970",0,0,0,1
"Zm00001d031971",0,0,0,1
"Zm00001d031975",1,0,0,0
"Zm00001d031979",1,0,0,0
"Zm00001d031981",0,1,0,0
"Zm00001d031988",0,1,0,1
"Zm00001d031992",0,0,0,1
"Zm00001d031993",0,0,1,0
"Zm00001d031995",0,0,0,1
"Zm00001d032003",0,1,0,0
"Zm00001d032016",1,0,1,1
"Zm00001d032019",1,1,0,0
"Zm00001d032022",0,1,0,1
"Zm00001d032027",0,0,0,1
"Zm00001d032029",0,1,0,0
"Zm00001d032032",0,0,1,0
"Zm00001d032036",1,0,1,1
"Zm00001d032042",0,0,0,1
"Zm00001d032046",0,0,0,1
"Zm00001d032058",0,0,0,1
"Zm00001d032060",1,1,0,0
"Zm00001d032069",1,1,1,0
"Zm00001d032070",1,0,1,0
"Zm00001d032072",0,0,0,1
"Zm00001d032073",0,0,1,0
"Zm00001d032074",0,0,1,0
"Zm00001d032075",0,0,0,1
"Zm00001d032076",0,0,0,1
"Zm00001d032084",0,1,0,0
"Zm00001d032090",1,0,1,0
"Zm00001d032091",0,0,0,1
"Zm00001d032096",1,0,0,0
"Zm00001d032100",1,1,1,0
"Zm00001d032101",1,0,0,1
"Zm00001d032103",1,0,0,1
"Zm00001d032104",0,0,0,1
"Zm00001d032107",0,0,0,1
"Zm00001d032114",1,1,1,0
"Zm00001d032115",1,0,0,0
"Zm00001d032116",0,0,1,1
"Zm00001d032120",0,1,1,1
"Zm00001d032130",0,0,0,1
"Zm00001d032131",1,0,1,1
"Zm00001d032138",0,0,0,1
"Zm00001d032146",0,0,0,1
"Zm00001d032153",1,1,0,0
"Zm00001d032155",1,0,0,0
"Zm00001d032158",0,0,0,1
"Zm00001d032166",0,1,0,1
"Zm00001d032173",0,0,0,1
"Zm00001d032175",0,1,0,0
"Zm00001d032181",0,1,0,0
"Zm00001d032185",0,1,0,0
"Zm00001d032186",0,0,0,1
"Zm00001d032187",1,0,1,0
"Zm00001d032190",0,0,0,1
"Zm00001d032197",1,0,1,0
"Zm00001d032198",0,0,0,1
"Zm00001d032208",0,0,1,0
"Zm00001d032209",1,0,0,0
"Zm00001d032215",0,1,0,0
"Zm00001d032223",0,0,0,1
"Zm00001d032224",0,0,0,1
"Zm00001d032230",0,0,0,1
"Zm00001d032239",1,1,1,0
"Zm00001d032245",1,1,1,0
"Zm00001d032257",0,0,0,1
"Zm00001d032261",0,0,0,1
"Zm00001d032262",1,1,0,0
"Zm00001d032264",1,0,1,0
"Zm00001d032265",1,0,1,0
"Zm00001d032275",0,1,0,0
"Zm00001d032282",0,0,0,1
"Zm00001d032283",1,0,0,0
"Zm00001d032285",0,0,0,1
"Zm00001d032287",0,0,0,1
"Zm00001d032292",0,1,0,0
"Zm00001d032293",0,1,0,0
"Zm00001d032295",0,0,0,1
"Zm00001d032298",0,1,0,0
"Zm00001d032301",1,1,0,0
"Zm00001d032303",0,0,0,1
"Zm00001d032311",1,0,0,0
"Zm00001d032313",0,1,0,0
"Zm00001d032318",0,0,0,1
"Zm00001d032328",1,1,0,0
"Zm00001d032331",1,1,0,0
"Zm00001d032332",1,1,0,0
"Zm00001d032334",0,0,0,1
"Zm00001d032336",0,0,0,1
"Zm00001d032350",0,1,1,1
"Zm00001d032356",0,1,1,1
"Zm00001d032359",1,0,1,1
"Zm00001d032361",0,0,0,1
"Zm00001d032368",1,1,0,1
"Zm00001d032370",0,1,0,1
"Zm00001d032371",0,0,0,1
"Zm00001d032375",1,1,1,0
"Zm00001d032376",1,1,1,0
"Zm00001d032380",0,1,0,0
"Zm00001d032385",0,1,0,0
"Zm00001d032386",1,0,1,0
"Zm00001d032399",0,0,0,1
"Zm00001d032401",0,0,1,1
"Zm00001d032402",1,0,0,0
"Zm00001d032404",1,0,0,0
"Zm00001d032408",1,0,1,1
"Zm00001d032409",0,0,0,1
"Zm00001d032418",0,0,0,1
"Zm00001d032420",0,1,0,0
"Zm00001d032426",0,0,0,1
"Zm00001d032428",1,1,1,0
"Zm00001d032430",0,1,0,0
"Zm00001d032435",0,0,1,0
"Zm00001d032442",0,1,0,0
"Zm00001d032443",0,0,0,1
"Zm00001d032453",0,0,0,1
"Zm00001d032454",0,0,0,1
"Zm00001d032455",0,1,0,0
"Zm00001d032459",0,0,1,0
"Zm00001d032460",0,0,1,1
"Zm00001d032461",1,1,0,1
"Zm00001d032470",0,0,0,1
"Zm00001d032472",0,0,0,1
"Zm00001d032473",0,0,0,1
"Zm00001d032475",1,0,1,0
"Zm00001d032476",0,0,1,0
"Zm00001d032480",0,1,0,0
"Zm00001d032481",0,0,0,1
"Zm00001d032483",1,1,1,0
"Zm00001d032485",1,0,1,1
"Zm00001d032496",1,1,1,0
"Zm00001d032501",0,0,0,1
"Zm00001d032503",0,0,0,1
"Zm00001d032504",0,0,0,1
"Zm00001d032517",0,0,0,1
"Zm00001d032520",0,0,0,1
"Zm00001d032521",1,1,1,0
"Zm00001d032523",0,0,0,1
"Zm00001d032528",0,0,0,1
"Zm00001d032529",0,0,0,1
"Zm00001d032532",0,1,1,0
"Zm00001d032533",1,0,0,0
"Zm00001d032539",1,1,1,0
"Zm00001d032543",1,0,1,0
"Zm00001d032545",0,0,0,1
"Zm00001d032546",0,1,0,0
"Zm00001d032550",1,0,1,1
"Zm00001d032554",0,0,0,1
"Zm00001d032555",0,1,1,1
"Zm00001d032557",0,1,0,0
"Zm00001d032561",1,1,1,1
"Zm00001d032562",0,1,1,1
"Zm00001d032565",0,0,0,1
"Zm00001d032566",0,0,1,0
"Zm00001d032567",0,0,0,1
"Zm00001d032570",0,0,1,0
"Zm00001d032571",0,1,0,0
"Zm00001d032572",0,1,0,1
"Zm00001d032576",0,1,1,0
"Zm00001d032578",0,0,0,1
"Zm00001d032582",0,1,1,1
"Zm00001d032587",0,0,0,1
"Zm00001d032589",1,0,1,0
"Zm00001d032598",0,0,0,1
"Zm00001d032601",0,0,0,1
"Zm00001d032606",1,1,1,1
"Zm00001d032608",0,0,0,1
"Zm00001d032609",0,0,0,1
"Zm00001d032615",0,0,0,1
"Zm00001d032616",0,0,0,1
"Zm00001d032618",0,1,1,0
"Zm00001d032621",0,0,1,0
"Zm00001d032632",0,0,0,1
"Zm00001d032633",0,0,0,1
"Zm00001d032637",1,0,1,0
"Zm00001d032644",0,0,0,1
"Zm00001d032656",1,1,1,0
"Zm00001d032659",0,1,1,0
"Zm00001d032661",0,0,0,1
"Zm00001d032664",0,0,0,1
"Zm00001d032666",0,0,1,1
"Zm00001d032668",1,1,1,1
"Zm00001d032669",1,1,1,0
"Zm00001d032670",1,0,1,0
"Zm00001d032679",1,0,0,0
"Zm00001d032681",1,1,0,1
"Zm00001d032685",0,0,0,1
"Zm00001d032686",0,0,0,1
"Zm00001d032689",0,0,0,1
"Zm00001d032691",1,0,1,1
"Zm00001d032692",1,0,1,0
"Zm00001d032710",0,1,0,0
"Zm00001d032715",0,1,0,0
"Zm00001d032721",1,0,0,1
"Zm00001d032725",1,0,0,0
"Zm00001d032728",0,0,0,1
"Zm00001d032733",1,0,1,1
"Zm00001d032734",0,0,0,1
"Zm00001d032737",0,0,0,1
"Zm00001d032739",0,0,0,1
"Zm00001d032742",1,1,1,0
"Zm00001d032745",0,0,0,1
"Zm00001d032748",0,1,1,0
"Zm00001d032753",0,1,1,1
"Zm00001d032760",0,1,0,0
"Zm00001d032761",1,0,0,0
"Zm00001d032763",0,1,0,0
"Zm00001d032775",1,0,0,0
"Zm00001d032776",0,0,0,1
"Zm00001d032777",0,0,1,0
"Zm00001d032787",0,0,0,1
"Zm00001d032798",0,0,0,1
"Zm00001d032807",0,0,0,1
"Zm00001d032810",1,0,1,0
"Zm00001d032813",0,0,0,1
"Zm00001d032815",1,0,1,1
"Zm00001d032819",0,0,0,1
"Zm00001d032827",0,0,0,1
"Zm00001d032828",1,0,1,0
"Zm00001d032831",0,0,0,1
"Zm00001d032850",0,1,1,1
"Zm00001d032852",0,0,0,1
"Zm00001d032854",0,0,0,1
"Zm00001d032858",1,1,1,1
"Zm00001d032859",1,0,0,0
"Zm00001d032869",0,0,0,1
"Zm00001d032873",1,1,1,0
"Zm00001d032875",0,1,1,1
"Zm00001d032889",0,0,0,1
"Zm00001d032893",1,1,1,0
"Zm00001d032906",0,0,0,1
"Zm00001d032911",1,1,1,1
"Zm00001d032921",1,0,0,0
"Zm00001d032923",1,1,1,0
"Zm00001d032926",1,0,0,0
"Zm00001d032932",0,0,0,1
"Zm00001d032933",0,0,0,1
"Zm00001d032934",1,0,1,0
"Zm00001d032935",0,0,1,1
"Zm00001d032939",0,0,0,1
"Zm00001d032950",0,1,0,0
"Zm00001d032962",0,1,0,1
"Zm00001d032973",0,0,0,1
"Zm00001d032979",0,0,0,1
"Zm00001d032991",1,0,0,0
"Zm00001d032999",1,0,0,0
"Zm00001d033004",0,1,1,0
"Zm00001d033011",1,1,0,1
"Zm00001d033012",0,0,0,1
"Zm00001d033024",0,0,1,0
"Zm00001d033025",0,0,0,1
"Zm00001d033038",1,0,0,0
"Zm00001d033039",0,1,0,0
"Zm00001d033044",0,0,1,1
"Zm00001d033046",0,1,1,0
"Zm00001d033049",1,1,0,0
"Zm00001d033050",1,0,1,1
"Zm00001d033053",0,0,0,1
"Zm00001d033057",0,0,0,1
"Zm00001d033065",1,0,0,0
"Zm00001d033067",1,1,1,0
"Zm00001d033071",0,0,0,1
"Zm00001d033077",0,0,0,1
"Zm00001d033080",0,0,0,1
"Zm00001d033091",1,1,1,1
"Zm00001d033094",0,1,0,0
"Zm00001d033098",1,0,0,1
"Zm00001d033099",0,1,0,0
"Zm00001d033100",1,0,0,0
"Zm00001d033108",0,0,0,1
"Zm00001d033128",0,1,0,0
"Zm00001d033130",1,1,1,1
"Zm00001d033139",1,1,1,1
"Zm00001d033147",1,0,0,0
"Zm00001d033148",0,0,0,1
"Zm00001d033152",1,1,0,0
"Zm00001d033155",0,0,0,1
"Zm00001d033156",0,1,1,1
"Zm00001d033158",0,0,0,1
"Zm00001d033172",0,0,0,1
"Zm00001d033174",0,1,1,0
"Zm00001d033180",0,0,0,1
"Zm00001d033181",0,0,0,1
"Zm00001d033187",0,1,0,1
"Zm00001d033193",0,0,0,1
"Zm00001d033204",0,0,0,1
"Zm00001d033206",0,1,0,1
"Zm00001d033208",0,0,0,1
"Zm00001d033213",1,0,0,0
"Zm00001d033218",1,0,0,0
"Zm00001d033222",1,0,0,0
"Zm00001d033223",1,0,0,0
"Zm00001d033241",0,1,1,0
"Zm00001d033247",0,0,0,1
"Zm00001d033248",0,0,0,1
"Zm00001d033256",0,0,0,1
"Zm00001d033258",1,0,0,1
"Zm00001d033262",1,0,1,0
"Zm00001d033267",0,0,0,1
"Zm00001d033273",0,1,0,0
"Zm00001d033287",1,0,0,0
"Zm00001d033292",0,1,1,0
"Zm00001d033294",0,0,0,1
"Zm00001d033296",0,1,1,0
"Zm00001d033297",0,1,0,0
"Zm00001d033300",0,0,0,1
"Zm00001d033304",1,1,1,0
"Zm00001d033307",0,0,0,1
"Zm00001d033313",1,0,1,0
"Zm00001d033318",0,0,0,1
"Zm00001d033319",0,0,1,1
"Zm00001d033320",0,0,1,1
"Zm00001d033324",0,0,1,0
"Zm00001d033325",0,1,0,1
"Zm00001d033328",0,1,0,0
"Zm00001d033334",0,1,0,0
"Zm00001d033335",0,0,0,1
"Zm00001d033337",0,0,0,1
"Zm00001d033339",0,0,0,1
"Zm00001d033340",1,0,1,0
"Zm00001d033344",0,1,1,0
"Zm00001d033345",1,0,0,0
"Zm00001d033346",0,0,0,1
"Zm00001d033360",0,0,1,1
"Zm00001d033362",0,0,0,1
"Zm00001d033367",1,0,1,1
"Zm00001d033369",1,0,0,0
"Zm00001d033371",0,1,1,1
"Zm00001d033375",0,0,0,1
"Zm00001d033378",1,0,0,0
"Zm00001d033382",0,0,0,1
"Zm00001d033389",1,0,0,1
"Zm00001d033391",0,0,1,0
"Zm00001d033395",0,0,0,1
"Zm00001d033401",0,0,0,1
"Zm00001d033405",1,0,1,0
"Zm00001d033408",0,0,0,1
"Zm00001d033414",0,0,0,1
"Zm00001d033415",0,0,0,1
"Zm00001d033419",0,0,0,1
"Zm00001d033420",0,1,0,0
"Zm00001d033447",0,0,0,1
"Zm00001d033448",0,1,0,0
"Zm00001d033454",0,0,1,1
"Zm00001d033455",0,1,0,1
"Zm00001d033457",1,0,0,0
"Zm00001d033463",1,0,1,0
"Zm00001d033467",1,0,0,0
"Zm00001d033468",0,1,0,0
"Zm00001d033475",0,0,0,1
"Zm00001d033478",0,0,0,1
"Zm00001d033489",0,0,0,1
"Zm00001d033492",0,1,0,0
"Zm00001d033493",0,0,0,1
"Zm00001d033494",0,0,0,1
"Zm00001d033497",1,1,0,0
"Zm00001d033502",1,1,0,0
"Zm00001d033503",0,1,1,0
"Zm00001d033504",1,0,0,0
"Zm00001d033507",0,0,0,1
"Zm00001d033510",1,1,0,0
"Zm00001d033516",0,0,0,1
"Zm00001d033526",0,0,0,1
"Zm00001d033535",0,0,0,1
"Zm00001d033543",0,1,1,0
"Zm00001d033551",0,0,0,1
"Zm00001d033552",0,0,1,1
"Zm00001d033553",1,1,0,1
"Zm00001d033555",0,0,0,1
"Zm00001d033558",0,1,1,0
"Zm00001d033559",1,0,0,0
"Zm00001d033564",0,0,1,1
"Zm00001d033572",0,0,0,1
"Zm00001d033579",0,0,0,1
"Zm00001d033594",0,1,0,0
"Zm00001d033595",0,0,0,1
"Zm00001d033606",1,1,0,1
"Zm00001d033607",1,1,1,0
"Zm00001d033610",1,1,0,0
"Zm00001d033611",1,0,0,0
"Zm00001d033616",0,0,0,1
"Zm00001d033619",0,1,0,0
"Zm00001d033621",1,0,0,0
"Zm00001d033623",1,1,0,1
"Zm00001d033624",1,0,1,1
"Zm00001d033625",0,1,0,1
"Zm00001d033633",1,0,1,1
"Zm00001d033635",1,0,1,1
"Zm00001d033641",0,1,0,0
"Zm00001d033642",0,1,0,0
"Zm00001d033648",1,0,1,0
"Zm00001d033649",0,1,0,0
"Zm00001d033650",0,1,0,0
"Zm00001d033651",1,1,0,0
"Zm00001d033652",0,0,0,1
"Zm00001d033654",0,0,0,1
"Zm00001d033666",0,0,0,1
"Zm00001d033668",0,0,0,1
"Zm00001d033671",0,0,0,1
"Zm00001d033674",1,1,0,1
"Zm00001d033675",1,0,0,0
"Zm00001d033681",1,1,1,0
"Zm00001d033691",0,0,1,0
"Zm00001d033706",0,0,1,0
"Zm00001d033710",0,0,0,1
"Zm00001d033713",0,0,1,1
"Zm00001d033714",0,1,0,0
"Zm00001d033726",0,0,0,1
"Zm00001d033727",0,1,0,0
"Zm00001d033732",0,1,1,0
"Zm00001d033745",0,1,0,0
"Zm00001d033746",0,1,0,0
"Zm00001d033764",0,0,0,1
"Zm00001d033766",0,0,0,1
"Zm00001d033767",1,1,1,0
"Zm00001d033769",0,1,1,0
"Zm00001d033775",1,0,0,0
"Zm00001d033777",0,0,0,1
"Zm00001d033786",0,0,0,1
"Zm00001d033788",1,0,0,0
"Zm00001d033790",1,0,0,0
"Zm00001d033797",0,1,1,0
"Zm00001d033799",1,1,1,0
"Zm00001d033800",1,0,0,0
"Zm00001d033805",1,0,0,0
"Zm00001d033817",1,0,0,1
"Zm00001d033826",0,0,1,1
"Zm00001d033827",0,0,0,1
"Zm00001d033830",1,1,0,0
"Zm00001d033834",0,1,1,0
"Zm00001d033835",0,0,0,1
"Zm00001d033836",0,1,1,0
"Zm00001d033837",1,0,0,0
"Zm00001d033839",1,1,1,0
"Zm00001d033846",1,0,1,0
"Zm00001d033848",0,0,0,1
"Zm00001d033849",0,0,0,1
"Zm00001d033857",1,0,1,0
"Zm00001d033862",1,0,1,1
"Zm00001d033878",1,1,0,1
"Zm00001d033886",0,1,0,0
"Zm00001d033892",0,1,0,0
"Zm00001d033896",1,0,1,0
"Zm00001d033909",0,1,1,1
"Zm00001d033913",0,1,0,0
"Zm00001d033917",1,1,1,0
"Zm00001d033919",0,1,0,0
"Zm00001d033924",1,1,0,0
"Zm00001d033925",1,0,0,0
"Zm00001d033927",1,1,0,0
"Zm00001d033929",1,0,1,0
"Zm00001d033931",0,0,0,1
"Zm00001d033932",0,0,0,1
"Zm00001d033951",0,1,0,0
"Zm00001d033965",0,0,0,1
"Zm00001d033969",1,1,0,0
"Zm00001d033972",1,0,1,0
"Zm00001d033976",0,0,0,1
"Zm00001d033981",1,0,0,1
"Zm00001d033982",0,0,0,1
"Zm00001d033984",0,0,0,1
"Zm00001d033986",0,1,0,0
"Zm00001d033989",0,1,1,0
"Zm00001d033990",0,1,1,1
"Zm00001d033991",1,1,0,0
"Zm00001d033993",0,0,0,1
"Zm00001d033995",0,0,0,1
"Zm00001d034001",0,1,0,0
"Zm00001d034006",0,0,0,1
"Zm00001d034013",0,1,0,1
"Zm00001d034017",0,0,0,1
"Zm00001d034018",0,0,0,1
"Zm00001d034023",0,1,0,0
"Zm00001d034031",0,0,0,1
"Zm00001d034032",0,0,1,1
"Zm00001d034035",1,0,1,1
"Zm00001d034036",1,0,0,1
"Zm00001d034037",0,1,0,0
"Zm00001d034038",1,0,0,0
"Zm00001d034039",0,1,0,0
"Zm00001d034047",0,0,0,1
"Zm00001d034048",0,1,1,0
"Zm00001d034049",1,0,0,0
"Zm00001d034050",0,1,0,0
"Zm00001d034059",0,1,0,0
"Zm00001d034063",0,0,0,1
"Zm00001d034064",0,0,0,1
"Zm00001d034066",0,1,0,0
"Zm00001d034072",1,1,0,1
"Zm00001d034073",0,0,0,1
"Zm00001d034074",0,0,0,1
"Zm00001d034075",1,1,1,0
"Zm00001d034082",0,0,0,1
"Zm00001d034085",0,1,1,0
"Zm00001d034091",0,1,0,0
"Zm00001d034108",0,0,0,1
"Zm00001d034111",0,0,0,1
"Zm00001d034117",1,0,1,1
"Zm00001d034126",0,0,0,1
"Zm00001d034129",1,0,0,1
"Zm00001d034130",1,0,1,0
"Zm00001d034133",0,0,0,1
"Zm00001d034139",0,1,0,0
"Zm00001d034143",0,1,1,0
"Zm00001d034145",0,0,0,1
"Zm00001d034159",0,0,0,1
"Zm00001d034160",0,0,0,1
"Zm00001d034169",0,0,0,1
"Zm00001d034182",0,0,0,1
"Zm00001d034183",1,0,0,0
"Zm00001d034189",0,0,0,1
"Zm00001d034190",0,0,0,1
"Zm00001d034191",0,0,0,1
"Zm00001d034196",1,1,0,0
"Zm00001d034199",0,0,0,1
"Zm00001d034205",1,1,1,0
"Zm00001d034217",0,0,0,1
"Zm00001d034221",0,0,1,0
"Zm00001d034223",0,1,0,0
"Zm00001d034231",1,1,1,1
"Zm00001d034244",0,1,0,0
"Zm00001d034251",0,1,0,1
"Zm00001d034255",0,0,0,1
"Zm00001d034256",0,0,0,1
"Zm00001d034263",0,0,0,1
"Zm00001d034270",0,1,0,0
"Zm00001d034277",0,0,0,1
"Zm00001d034279",0,0,1,0
"Zm00001d034298",0,1,1,0
"Zm00001d034305",0,0,0,1
"Zm00001d034313",0,0,0,1
"Zm00001d034320",0,0,0,1
"Zm00001d034322",0,0,0,1
"Zm00001d034340",0,0,0,1
"Zm00001d034343",0,0,0,1
"Zm00001d034345",1,0,0,0
"Zm00001d034360",0,1,0,1
"Zm00001d034366",0,0,0,1
"Zm00001d034368",0,1,0,0
"Zm00001d034373",0,1,0,1
"Zm00001d034379",0,0,0,1
"Zm00001d034380",1,0,0,0
"Zm00001d034387",0,0,0,1
"Zm00001d034388",0,0,0,1
"Zm00001d034394",0,0,1,0
"Zm00001d034399",0,1,0,0
"Zm00001d034409",0,1,0,0
"Zm00001d034414",0,0,0,1
"Zm00001d034417",1,0,1,0
"Zm00001d034423",0,0,0,1
"Zm00001d034427",1,0,1,0
"Zm00001d034428",0,0,0,1
