"geneID","PH6WC_XY335","PH4CVvsXY335","PH4CVvsPH6WC","RIL335"
"Zm00001d010730",0,1,0,1
"Zm00001d010732",0,0,0,1
"Zm00001d010737",0,0,0,1
"Zm00001d010738",0,0,0,1
"Zm00001d010744",1,1,1,1
"Zm00001d010751",0,0,1,0
"Zm00001d010755",0,0,0,1
"Zm00001d010758",1,0,1,0
"Zm00001d010771",0,0,0,1
"Zm00001d010773",0,0,0,1
"Zm00001d010783",0,0,0,1
"Zm00001d010785",0,0,1,1
"Zm00001d010788",0,1,1,1
"Zm00001d010790",0,0,0,1
"Zm00001d010791",1,0,1,1
"Zm00001d010793",0,0,0,1
"Zm00001d010797",0,0,0,1
"Zm00001d010798",1,0,1,0
"Zm00001d010799",0,0,0,1
"Zm00001d010803",1,0,0,0
"Zm00001d010804",1,0,0,0
"Zm00001d010812",0,1,1,0
"Zm00001d010816",0,1,0,0
"Zm00001d010821",1,1,0,0
"Zm00001d010822",0,1,0,0
"Zm00001d010823",0,0,1,0
"Zm00001d010835",1,0,0,0
"Zm00001d010838",0,1,0,1
"Zm00001d010841",0,0,1,1
"Zm00001d010852",0,0,0,1
"Zm00001d010854",0,0,0,1
"Zm00001d010855",1,0,1,0
"Zm00001d010863",1,1,0,1
"Zm00001d010870",0,1,1,1
"Zm00001d010871",0,1,0,0
"Zm00001d010875",0,0,1,0
"Zm00001d010880",0,0,0,1
"Zm00001d010884",0,0,0,1
"Zm00001d010894",1,0,1,0
"Zm00001d010905",0,0,1,1
"Zm00001d010908",0,0,0,1
"Zm00001d010910",1,1,0,0
"Zm00001d010912",1,0,1,0
"Zm00001d010919",0,1,1,0
"Zm00001d010957",1,0,0,1
"Zm00001d010967",0,0,1,0
"Zm00001d010969",0,0,0,1
"Zm00001d010972",0,0,0,1
"Zm00001d010975",0,0,0,1
"Zm00001d010982",0,1,0,0
"Zm00001d010985",0,0,1,1
"Zm00001d010986",0,0,0,1
"Zm00001d010995",0,0,0,1
"Zm00001d010997",0,0,0,1
"Zm00001d011003",0,1,1,0
"Zm00001d011013",1,1,0,0
"Zm00001d011023",0,1,1,0
"Zm00001d011034",0,0,0,1
"Zm00001d011036",1,0,0,0
"Zm00001d011037",0,0,0,1
"Zm00001d011038",0,1,0,0
"Zm00001d011049",1,0,0,0
"Zm00001d011061",0,0,1,0
"Zm00001d011063",0,0,1,0
"Zm00001d011068",0,0,0,1
"Zm00001d011069",0,1,0,1
"Zm00001d011075",1,1,1,1
"Zm00001d011078",0,0,0,1
"Zm00001d011086",0,1,1,0
"Zm00001d011087",0,1,0,0
"Zm00001d011091",0,0,0,1
"Zm00001d011092",0,1,0,0
"Zm00001d011093",1,0,0,0
"Zm00001d011097",0,0,0,1
"Zm00001d011100",1,0,0,0
"Zm00001d011101",0,0,0,1
"Zm00001d011117",0,1,0,1
"Zm00001d011119",0,0,0,1
"Zm00001d011125",0,0,0,1
"Zm00001d011133",0,0,0,1
"Zm00001d011134",0,0,0,1
"Zm00001d011136",1,0,0,0
"Zm00001d011138",0,1,0,0
"Zm00001d011139",0,1,0,0
"Zm00001d011140",0,0,0,1
"Zm00001d011143",0,1,1,0
"Zm00001d011144",1,0,0,0
"Zm00001d011154",1,0,0,0
"Zm00001d011157",0,1,0,0
"Zm00001d011158",1,0,1,0
"Zm00001d011160",0,0,0,1
"Zm00001d011167",1,0,0,0
"Zm00001d011168",0,0,0,1
"Zm00001d011182",0,0,0,1
"Zm00001d011189",1,0,0,0
"Zm00001d011192",1,1,0,0
"Zm00001d011193",0,1,0,0
"Zm00001d011197",1,1,0,1
"Zm00001d011199",0,1,0,1
"Zm00001d011202",0,0,0,1
"Zm00001d011211",0,1,1,1
"Zm00001d011212",0,0,0,1
"Zm00001d011213",0,1,1,0
"Zm00001d011219",0,0,0,1
"Zm00001d011220",0,1,1,0
"Zm00001d011222",0,1,0,0
"Zm00001d011223",0,1,1,0
"Zm00001d011225",0,0,0,1
"Zm00001d011226",1,0,0,0
"Zm00001d011227",0,0,0,1
"Zm00001d011229",0,0,1,0
"Zm00001d011231",0,0,0,1
"Zm00001d011233",0,0,0,1
"Zm00001d011242",0,1,0,0
"Zm00001d011243",0,0,0,1
"Zm00001d011244",0,0,1,0
"Zm00001d011245",0,0,0,1
"Zm00001d011252",1,1,0,0
"Zm00001d011253",0,0,0,1
"Zm00001d011255",0,0,0,1
"Zm00001d011256",0,0,0,1
"Zm00001d011263",0,1,0,0
"Zm00001d011269",1,1,1,1
"Zm00001d011272",0,0,1,0
"Zm00001d011276",0,1,1,0
"Zm00001d011282",0,0,0,1
"Zm00001d011284",0,0,1,0
"Zm00001d011285",0,0,0,1
"Zm00001d011286",1,0,1,0
"Zm00001d011288",0,0,0,1
"Zm00001d011294",0,0,0,1
"Zm00001d011297",1,1,1,1
"Zm00001d011302",0,0,1,0
"Zm00001d011303",0,0,0,1
"Zm00001d011312",0,0,1,0
"Zm00001d011319",0,0,0,1
"Zm00001d011321",1,0,0,0
"Zm00001d011327",0,0,0,1
"Zm00001d011330",1,0,0,0
"Zm00001d011331",0,1,0,0
"Zm00001d011333",0,0,0,1
"Zm00001d011347",0,0,0,1
"Zm00001d011349",0,1,0,0
"Zm00001d011353",0,0,0,1
"Zm00001d011355",1,0,0,0
"Zm00001d011358",0,0,0,1
"Zm00001d011363",1,0,1,1
"Zm00001d011364",0,1,0,0
"Zm00001d011365",0,0,0,1
"Zm00001d011367",0,0,0,1
"Zm00001d011368",0,0,0,1
"Zm00001d011369",1,1,0,1
"Zm00001d011377",1,1,0,0
"Zm00001d011378",0,0,0,1
"Zm00001d011382",0,1,0,1
"Zm00001d011387",0,1,1,0
"Zm00001d011392",1,0,1,0
"Zm00001d011393",0,0,0,1
"Zm00001d011394",0,0,0,1
"Zm00001d011396",1,1,1,0
"Zm00001d011401",0,0,1,1
"Zm00001d011405",0,0,0,1
"Zm00001d011417",0,0,0,1
"Zm00001d011418",0,0,0,1
"Zm00001d011419",0,0,0,1
"Zm00001d011424",0,0,0,1
"Zm00001d011428",0,0,0,1
"Zm00001d011430",0,0,1,0
"Zm00001d011434",0,0,1,0
"Zm00001d011438",1,1,1,0
"Zm00001d011443",0,0,0,1
"Zm00001d011446",1,0,0,1
"Zm00001d011448",0,0,0,1
"Zm00001d011450",0,0,0,1
"Zm00001d011455",0,0,0,1
"Zm00001d011465",0,0,0,1
"Zm00001d011471",0,1,1,1
"Zm00001d011473",0,0,0,1
"Zm00001d011477",0,0,0,1
"Zm00001d011478",1,0,1,0
"Zm00001d011483",0,0,0,1
"Zm00001d011492",0,0,0,1
"Zm00001d011495",0,0,0,1
"Zm00001d011496",0,1,1,1
"Zm00001d011497",1,1,0,1
"Zm00001d011499",0,0,0,1
"Zm00001d011503",1,0,1,1
"Zm00001d011506",0,0,0,1
"Zm00001d011510",1,1,1,0
"Zm00001d011518",0,1,0,0
"Zm00001d011519",0,0,0,1
"Zm00001d011525",1,0,1,0
"Zm00001d011527",0,1,1,0
"Zm00001d011532",0,0,0,1
"Zm00001d011534",0,1,0,0
"Zm00001d011543",0,0,0,1
"Zm00001d011546",1,0,0,0
"Zm00001d011551",0,0,1,1
"Zm00001d011555",1,0,0,0
"Zm00001d011558",0,1,0,0
"Zm00001d011561",1,1,1,0
"Zm00001d011562",1,1,1,0
"Zm00001d011570",1,0,1,0
"Zm00001d011571",1,0,0,0
"Zm00001d011572",0,1,1,0
"Zm00001d011576",0,0,0,1
"Zm00001d011580",0,0,0,1
"Zm00001d011581",1,0,0,0
"Zm00001d011587",0,0,1,0
"Zm00001d011588",0,0,0,1
"Zm00001d011590",0,0,0,1
"Zm00001d011593",0,0,0,1
"Zm00001d011594",0,0,0,1
"Zm00001d011595",1,0,1,0
"Zm00001d011597",1,0,1,0
"Zm00001d011601",1,1,1,0
"Zm00001d011602",0,0,1,0
"Zm00001d011604",0,0,0,1
"Zm00001d011606",1,1,1,0
"Zm00001d011607",0,0,0,1
"Zm00001d011611",0,1,0,0
"Zm00001d011615",1,0,1,1
"Zm00001d011616",0,0,1,0
"Zm00001d011617",0,0,0,1
"Zm00001d011619",1,0,1,0
"Zm00001d011628",1,1,1,1
"Zm00001d011629",0,1,1,1
"Zm00001d011631",0,0,0,1
"Zm00001d011634",0,0,0,1
"Zm00001d011636",1,0,1,0
"Zm00001d011638",1,1,0,0
"Zm00001d011639",1,0,1,0
"Zm00001d011642",0,1,0,1
"Zm00001d011649",1,0,0,0
"Zm00001d011654",0,0,0,1
"Zm00001d011655",1,1,0,0
"Zm00001d011656",1,1,1,1
"Zm00001d011657",0,0,0,1
"Zm00001d011658",1,1,0,0
"Zm00001d011666",0,0,1,1
"Zm00001d011676",0,1,0,0
"Zm00001d011679",1,1,1,0
"Zm00001d011687",1,0,1,1
"Zm00001d011688",0,1,1,0
"Zm00001d011697",0,1,1,0
"Zm00001d011705",0,1,0,1
"Zm00001d011706",0,0,0,1
"Zm00001d011710",0,0,1,0
"Zm00001d011716",1,1,0,0
"Zm00001d011718",0,0,0,1
"Zm00001d011721",0,1,0,0
"Zm00001d011723",0,0,0,1
"Zm00001d011730",0,0,0,1
"Zm00001d011736",1,0,1,0
"Zm00001d011737",0,1,0,0
"Zm00001d011741",1,1,0,0
"Zm00001d011742",1,0,1,0
"Zm00001d011745",0,0,0,1
"Zm00001d011751",0,0,0,1
"Zm00001d011753",1,0,0,1
"Zm00001d011756",0,1,0,0
"Zm00001d011758",1,0,0,0
"Zm00001d011759",1,1,0,0
"Zm00001d011760",1,1,0,0
"Zm00001d011761",0,0,0,1
"Zm00001d011763",0,0,0,1
"Zm00001d011764",0,1,1,0
"Zm00001d011765",0,0,0,1
"Zm00001d011766",0,1,0,0
"Zm00001d011767",1,1,0,0
"Zm00001d011768",0,0,1,1
"Zm00001d011769",0,1,1,0
"Zm00001d011776",0,0,0,1
"Zm00001d011778",0,0,0,1
"Zm00001d011781",0,1,0,1
"Zm00001d011782",0,0,1,0
"Zm00001d011785",0,0,0,1
"Zm00001d011786",0,1,0,0
"Zm00001d011788",1,0,0,1
"Zm00001d011790",0,0,0,1
"Zm00001d011793",0,0,0,1
"Zm00001d011795",0,1,1,0
"Zm00001d011796",0,0,0,1
"Zm00001d011816",0,1,0,0
"Zm00001d011817",0,0,0,1
"Zm00001d011822",0,0,1,1
"Zm00001d011829",0,0,1,1
"Zm00001d011830",0,0,0,1
"Zm00001d011832",0,0,1,0
"Zm00001d011833",0,1,0,0
"Zm00001d011834",0,0,0,1
"Zm00001d011839",0,0,0,1
"Zm00001d011840",1,0,1,0
"Zm00001d011846",0,0,0,1
"Zm00001d011847",0,0,0,1
"Zm00001d011854",0,0,0,1
"Zm00001d011872",0,0,0,1
"Zm00001d011873",0,1,1,0
"Zm00001d011874",0,1,0,0
"Zm00001d011876",0,0,1,1
"Zm00001d011877",0,0,0,1
"Zm00001d011880",0,1,1,0
"Zm00001d011882",1,0,1,0
"Zm00001d011885",0,0,0,1
"Zm00001d011887",0,1,1,0
"Zm00001d011900",0,0,0,1
"Zm00001d011901",0,0,0,1
"Zm00001d011908",0,1,0,0
"Zm00001d011912",1,0,0,1
"Zm00001d011913",1,0,0,0
"Zm00001d011917",0,0,1,1
"Zm00001d011922",0,0,0,1
"Zm00001d011923",1,0,0,0
"Zm00001d011924",0,1,1,0
"Zm00001d011925",0,1,1,0
"Zm00001d011929",0,1,0,0
"Zm00001d011931",1,1,1,0
"Zm00001d011932",0,0,0,1
"Zm00001d011933",0,1,0,1
"Zm00001d011938",1,0,0,1
"Zm00001d011941",0,0,0,1
"Zm00001d011944",0,1,1,1
"Zm00001d011953",1,0,0,0
"Zm00001d011956",0,1,0,0
"Zm00001d011959",1,1,0,0
"Zm00001d011963",1,0,1,1
"Zm00001d011967",0,1,1,0
"Zm00001d011968",0,1,0,0
"Zm00001d011970",1,0,0,0
"Zm00001d011971",0,1,1,1
"Zm00001d011972",1,0,1,0
"Zm00001d011975",0,0,0,1
"Zm00001d011991",0,1,0,0
"Zm00001d011993",1,0,0,0
"Zm00001d011997",0,0,0,1
"Zm00001d012003",0,1,1,0
"Zm00001d012015",0,1,1,0
"Zm00001d012022",0,0,0,1
"Zm00001d012029",0,0,0,1
"Zm00001d012032",0,0,0,1
"Zm00001d012033",1,0,0,0
"Zm00001d012035",1,0,0,0
"Zm00001d012036",0,1,0,0
"Zm00001d012040",0,0,0,1
"Zm00001d012044",0,0,0,1
"Zm00001d012047",0,0,1,0
"Zm00001d012052",0,1,0,0
"Zm00001d012067",1,0,0,1
"Zm00001d012082",0,0,0,1
"Zm00001d012083",0,1,0,0
"Zm00001d012085",1,0,0,0
"Zm00001d012087",1,0,1,0
"Zm00001d012092",0,0,1,1
"Zm00001d012098",0,1,1,1
"Zm00001d012099",0,0,0,1
"Zm00001d012101",1,0,0,1
"Zm00001d012103",0,1,0,0
"Zm00001d012108",0,1,0,0
"Zm00001d012126",1,1,0,1
"Zm00001d012131",0,1,1,1
"Zm00001d012132",0,0,0,1
"Zm00001d012142",1,0,0,0
"Zm00001d012153",0,1,1,0
"Zm00001d012155",0,0,0,1
"Zm00001d012159",0,1,1,0
"Zm00001d012161",0,1,0,0
"Zm00001d012166",0,0,0,1
"Zm00001d012168",1,0,0,0
"Zm00001d012173",0,1,0,0
"Zm00001d012175",1,0,1,0
"Zm00001d012177",0,1,0,1
"Zm00001d012178",1,1,0,0
"Zm00001d012196",0,0,0,1
"Zm00001d012197",0,1,0,1
"Zm00001d012205",0,1,0,0
"Zm00001d012213",1,0,0,1
"Zm00001d012219",0,0,0,1
"Zm00001d012221",0,0,0,1
"Zm00001d012224",0,0,0,1
"Zm00001d012228",0,0,1,0
"Zm00001d012229",0,1,0,1
"Zm00001d012237",1,1,0,0
"Zm00001d012240",0,1,1,0
"Zm00001d012242",0,0,1,0
"Zm00001d012244",1,0,0,0
"Zm00001d012254",1,0,1,1
"Zm00001d012257",0,1,1,0
"Zm00001d012260",0,1,0,0
"Zm00001d012263",1,0,0,0
"Zm00001d012266",0,0,1,0
"Zm00001d012267",1,0,0,0
"Zm00001d012279",0,0,0,1
"Zm00001d012281",1,1,0,0
"Zm00001d012285",1,0,0,1
"Zm00001d012286",1,1,0,0
"Zm00001d012289",1,1,1,0
"Zm00001d012291",0,0,0,1
"Zm00001d012292",0,0,0,1
"Zm00001d012295",1,1,0,0
"Zm00001d012301",1,0,1,1
"Zm00001d012306",1,0,0,0
"Zm00001d012313",1,1,1,0
"Zm00001d012318",0,0,0,1
"Zm00001d012321",0,1,1,0
"Zm00001d012322",0,1,1,0
"Zm00001d012325",0,1,1,0
"Zm00001d012327",0,0,0,1
"Zm00001d012328",0,1,1,0
"Zm00001d012333",0,0,0,1
"Zm00001d012335",0,0,1,0
"Zm00001d012340",0,1,0,0
"Zm00001d012353",1,0,0,0
"Zm00001d012354",0,0,0,1
"Zm00001d012361",1,1,1,0
"Zm00001d012362",1,1,1,1
"Zm00001d012378",0,1,0,0
"Zm00001d012380",0,0,0,1
"Zm00001d012382",0,1,0,1
"Zm00001d012383",0,0,0,1
"Zm00001d012387",1,1,1,0
"Zm00001d012393",1,1,0,0
"Zm00001d012394",1,0,0,0
"Zm00001d012395",0,1,1,1
"Zm00001d012396",1,0,0,0
"Zm00001d012400",0,0,0,1
"Zm00001d012404",0,0,1,0
"Zm00001d012407",0,0,0,1
"Zm00001d012409",0,0,0,1
"Zm00001d012414",1,1,1,0
"Zm00001d012415",0,0,1,1
"Zm00001d012418",0,0,0,1
"Zm00001d012419",1,0,1,0
"Zm00001d012421",1,0,1,0
"Zm00001d012423",0,1,0,0
"Zm00001d012426",0,0,0,1
"Zm00001d012427",0,0,0,1
"Zm00001d012428",0,0,0,1
"Zm00001d012430",0,0,0,1
"Zm00001d012433",1,0,0,0
"Zm00001d012435",0,0,0,1
"Zm00001d012437",0,1,0,0
"Zm00001d012438",0,1,0,0
"Zm00001d012445",1,0,1,0
"Zm00001d012446",0,0,0,1
"Zm00001d012447",0,0,1,1
"Zm00001d012451",1,0,1,0
"Zm00001d012452",0,0,0,1
"Zm00001d012456",1,0,0,1
"Zm00001d012457",0,1,1,0
"Zm00001d012459",1,1,0,0
"Zm00001d012467",0,0,1,0
"Zm00001d012472",0,0,1,1
"Zm00001d012474",0,0,1,0
"Zm00001d012480",1,1,1,1
"Zm00001d012482",1,1,1,0
"Zm00001d012485",1,1,0,0
"Zm00001d012486",0,0,0,1
"Zm00001d012488",0,1,0,1
"Zm00001d012494",1,1,0,0
"Zm00001d012495",1,0,1,0
"Zm00001d012498",0,0,0,1
"Zm00001d012503",0,0,0,1
"Zm00001d012511",0,0,0,1
"Zm00001d012512",1,0,1,0
"Zm00001d012515",0,1,0,0
"Zm00001d012516",0,0,0,1
"Zm00001d012517",0,0,0,1
"Zm00001d012518",1,1,1,0
"Zm00001d012520",1,0,0,0
"Zm00001d012524",1,0,0,1
"Zm00001d012525",0,0,0,1
"Zm00001d012527",1,1,1,0
"Zm00001d012528",1,0,1,1
"Zm00001d012529",0,1,0,0
"Zm00001d012530",0,0,0,1
"Zm00001d012531",0,0,0,1
"Zm00001d012532",0,0,0,1
"Zm00001d012539",0,0,0,1
"Zm00001d012540",0,0,0,1
"Zm00001d012550",0,1,0,0
"Zm00001d012552",1,1,0,1
"Zm00001d012553",0,1,0,0
"Zm00001d012556",1,0,0,0
"Zm00001d012557",1,0,0,0
"Zm00001d012559",0,0,0,1
"Zm00001d012560",0,0,0,1
"Zm00001d012562",0,0,0,1
"Zm00001d012564",0,1,0,0
"Zm00001d012566",0,0,0,1
"Zm00001d012567",0,0,0,1
"Zm00001d012569",0,1,0,0
"Zm00001d012576",0,1,0,0
"Zm00001d012587",0,0,1,1
"Zm00001d012590",1,0,0,0
"Zm00001d012591",0,1,1,0
"Zm00001d012598",0,1,0,0
"Zm00001d012600",1,1,0,1
"Zm00001d012603",0,0,0,1
"Zm00001d012604",0,0,0,1
"Zm00001d012607",0,1,0,0
"Zm00001d012609",0,0,0,1
"Zm00001d012615",0,0,0,1
"Zm00001d012618",0,1,1,0
"Zm00001d012629",0,1,0,1
"Zm00001d012640",0,1,0,0
"Zm00001d012645",1,0,0,0
"Zm00001d012646",1,0,0,0
"Zm00001d012648",0,0,0,1
"Zm00001d012655",1,0,1,1
"Zm00001d012659",0,0,0,1
"Zm00001d012660",0,0,0,1
"Zm00001d012664",1,0,0,0
"Zm00001d012670",0,0,0,1
"Zm00001d012671",0,0,1,1
"Zm00001d012686",0,1,1,0
"Zm00001d012687",0,0,0,1
"Zm00001d012690",0,0,0,1
"Zm00001d012693",0,0,0,1
"Zm00001d012694",1,0,1,1
"Zm00001d012701",0,0,1,1
"Zm00001d012702",0,1,0,1
"Zm00001d012707",0,0,0,1
"Zm00001d012708",0,1,1,0
"Zm00001d012709",0,0,1,1
"Zm00001d012710",1,0,1,1
"Zm00001d012712",0,0,0,1
"Zm00001d012719",0,0,0,1
"Zm00001d012720",0,0,0,1
"Zm00001d012728",0,0,0,1
"Zm00001d012732",0,0,0,1
"Zm00001d012735",0,0,0,1
"Zm00001d012737",0,1,0,0
"Zm00001d012738",0,0,0,1
"Zm00001d012741",1,1,0,0
"Zm00001d012743",1,1,1,1
"Zm00001d012746",0,0,1,0
"Zm00001d012747",1,0,1,1
"Zm00001d012748",1,1,1,0
"Zm00001d012749",1,0,0,0
"Zm00001d012754",0,1,0,1
"Zm00001d012761",0,1,1,1
"Zm00001d012763",0,0,0,1
"Zm00001d012764",0,0,0,1
"Zm00001d012767",1,0,0,0
"Zm00001d012769",0,1,0,0
"Zm00001d012771",0,0,0,1
"Zm00001d012772",1,1,0,1
"Zm00001d012773",1,0,0,1
"Zm00001d012774",0,0,0,1
"Zm00001d012791",0,0,0,1
"Zm00001d012794",0,0,0,1
"Zm00001d012797",1,0,0,0
"Zm00001d012799",0,0,0,1
"Zm00001d012801",1,0,1,1
"Zm00001d012806",1,0,1,1
"Zm00001d012808",0,1,0,0
"Zm00001d012810",0,1,1,0
"Zm00001d012816",0,1,0,0
"Zm00001d012817",0,0,0,1
"Zm00001d012818",1,1,1,0
"Zm00001d012819",1,0,1,0
"Zm00001d012823",0,1,1,0
"Zm00001d012826",1,0,0,0
"Zm00001d012827",1,1,1,0
"Zm00001d012830",1,0,0,0
"Zm00001d012832",1,1,1,1
"Zm00001d012833",0,1,0,1
"Zm00001d012834",1,0,0,0
"Zm00001d012836",1,0,0,0
"Zm00001d012838",0,0,1,0
"Zm00001d012841",0,0,1,0
"Zm00001d012847",0,0,0,1
"Zm00001d012855",0,0,0,1
"Zm00001d012857",1,0,0,0
"Zm00001d012859",0,1,1,0
"Zm00001d012862",0,0,1,1
"Zm00001d012863",0,1,0,1
"Zm00001d012865",0,1,0,0
"Zm00001d012866",1,1,1,0
"Zm00001d012868",0,0,0,1
"Zm00001d012878",0,1,0,0
"Zm00001d012880",1,0,0,0
"Zm00001d012883",0,1,1,0
"Zm00001d012885",0,1,0,0
"Zm00001d012886",1,1,0,1
"Zm00001d012888",0,1,0,0
"Zm00001d012890",0,1,0,0
"Zm00001d012894",0,0,1,0
"Zm00001d012896",0,0,0,1
"Zm00001d012898",0,0,0,1
"Zm00001d012899",0,0,1,0
"Zm00001d012902",0,1,0,1
"Zm00001d012906",0,0,0,1
"Zm00001d012909",0,0,0,1
"Zm00001d012918",0,1,1,0
"Zm00001d012922",1,0,0,0
"Zm00001d012924",1,1,1,0
"Zm00001d012930",1,0,0,0
"Zm00001d012931",0,0,0,1
"Zm00001d012935",0,0,0,1
"Zm00001d012937",1,0,1,0
"Zm00001d012938",0,0,0,1
"Zm00001d012953",0,1,1,0
"Zm00001d012955",0,1,1,0
"Zm00001d012956",0,0,0,1
"Zm00001d012958",1,0,0,0
"Zm00001d012961",0,0,0,1
"Zm00001d012962",1,0,0,0
"Zm00001d012964",0,0,0,1
"Zm00001d012966",1,0,0,0
"Zm00001d012967",0,1,1,1
"Zm00001d012968",0,1,1,1
"Zm00001d012969",1,0,0,0
"Zm00001d012972",0,1,1,0
"Zm00001d012974",0,0,0,1
"Zm00001d012975",1,0,0,1
"Zm00001d012978",0,1,0,1
"Zm00001d012980",0,0,0,1
"Zm00001d012982",0,1,0,0
"Zm00001d012984",1,1,1,0
"Zm00001d012988",0,0,0,1
"Zm00001d012991",0,1,0,0
"Zm00001d012995",0,1,1,0
"Zm00001d012996",0,1,0,0
"Zm00001d012998",1,0,0,0
"Zm00001d013003",1,1,1,1
"Zm00001d013005",1,0,1,0
"Zm00001d013007",0,1,0,0
"Zm00001d013010",0,1,0,0
"Zm00001d013013",1,0,0,0
"Zm00001d013021",0,0,1,0
"Zm00001d013022",1,1,1,0
"Zm00001d013028",1,0,1,0
"Zm00001d013031",0,1,1,0
"Zm00001d013038",0,0,0,1
"Zm00001d013042",0,1,0,0
"Zm00001d013045",0,1,1,0
"Zm00001d013047",0,0,0,1
"Zm00001d013049",1,0,0,0
"Zm00001d013055",0,0,0,1
"Zm00001d013056",0,1,0,0
"Zm00001d013057",0,0,0,1
"Zm00001d013058",0,1,1,0
"Zm00001d013060",1,0,0,0
"Zm00001d013063",0,0,0,1
"Zm00001d013065",1,0,0,0
"Zm00001d013072",0,0,0,1
"Zm00001d013073",1,0,0,1
"Zm00001d013074",1,0,0,0
"Zm00001d013075",0,0,0,1
"Zm00001d013076",0,1,0,0
"Zm00001d013079",1,0,1,0
"Zm00001d013086",1,1,0,0
"Zm00001d013090",0,1,1,1
"Zm00001d013092",1,0,0,0
"Zm00001d013093",0,1,0,0
"Zm00001d013094",0,0,0,1
"Zm00001d013097",0,0,0,1
"Zm00001d013098",0,0,1,0
"Zm00001d013100",1,0,0,1
"Zm00001d013101",1,0,1,0
"Zm00001d013105",0,0,0,1
"Zm00001d013107",0,1,0,0
"Zm00001d013108",0,1,1,1
"Zm00001d013109",0,1,1,1
"Zm00001d013111",1,1,0,0
"Zm00001d013113",0,1,1,0
"Zm00001d013118",0,1,1,0
"Zm00001d013124",0,0,0,1
"Zm00001d013125",1,1,1,0
"Zm00001d013127",1,0,1,1
"Zm00001d013135",1,1,1,1
"Zm00001d013144",0,0,0,1
"Zm00001d013146",1,0,1,0
"Zm00001d013147",1,1,1,0
"Zm00001d013150",0,1,1,0
"Zm00001d013151",0,1,0,1
"Zm00001d013154",0,1,1,0
"Zm00001d013156",0,0,0,1
"Zm00001d013159",1,0,0,0
"Zm00001d013163",0,0,0,1
"Zm00001d013175",0,0,0,1
"Zm00001d013179",1,1,1,0
"Zm00001d013181",0,1,1,0
"Zm00001d013185",1,1,0,1
"Zm00001d013186",0,0,0,1
"Zm00001d013188",0,1,1,1
"Zm00001d013193",1,0,0,1
"Zm00001d013195",1,0,0,0
"Zm00001d013199",0,1,1,0
"Zm00001d013200",0,0,0,1
"Zm00001d013204",1,1,0,0
"Zm00001d013210",0,1,1,1
"Zm00001d013217",0,1,0,0
"Zm00001d013218",1,0,0,0
"Zm00001d013219",0,1,0,0
"Zm00001d013220",0,1,1,0
"Zm00001d013221",0,0,0,1
"Zm00001d013223",1,1,0,1
"Zm00001d013226",0,0,1,0
"Zm00001d013230",1,0,0,0
"Zm00001d013231",0,0,0,1
"Zm00001d013234",0,1,1,1
"Zm00001d013239",0,1,1,0
"Zm00001d013241",0,1,0,0
"Zm00001d013242",0,0,0,1
"Zm00001d013245",1,0,1,0
"Zm00001d013247",1,0,0,0
"Zm00001d013257",1,0,0,0
"Zm00001d013259",0,0,1,1
"Zm00001d013261",0,0,0,1
"Zm00001d013263",0,0,1,1
"Zm00001d013264",0,1,1,0
"Zm00001d013267",1,0,0,1
"Zm00001d013270",0,0,0,1
"Zm00001d013271",0,1,0,1
"Zm00001d013272",0,0,0,1
"Zm00001d013273",0,0,0,1
"Zm00001d013282",0,0,0,1
"Zm00001d013283",0,1,0,0
"Zm00001d013287",0,1,0,0
"Zm00001d013288",0,0,0,1
"Zm00001d013289",0,0,0,1
"Zm00001d013296",0,1,0,1
"Zm00001d013301",0,1,0,1
"Zm00001d013304",0,0,0,1
"Zm00001d013306",0,0,0,1
"Zm00001d013309",0,0,0,1
"Zm00001d013314",0,0,0,1
"Zm00001d013318",1,0,1,0
"Zm00001d013319",0,1,0,0
"Zm00001d013320",0,1,1,1
"Zm00001d013325",0,0,1,0
"Zm00001d013326",0,0,0,1
"Zm00001d013327",0,1,1,0
"Zm00001d013332",0,0,1,0
"Zm00001d013333",0,0,1,0
"Zm00001d013335",0,1,0,1
"Zm00001d013338",1,0,1,0
"Zm00001d013344",0,0,0,1
"Zm00001d013346",0,0,1,1
"Zm00001d013359",1,0,1,1
"Zm00001d013360",1,1,0,0
"Zm00001d013364",0,1,0,1
"Zm00001d013367",0,0,0,1
"Zm00001d013369",0,0,1,0
"Zm00001d013370",1,0,0,1
"Zm00001d013371",1,0,0,1
"Zm00001d013377",1,0,1,1
"Zm00001d013378",0,0,0,1
"Zm00001d013383",0,1,0,0
"Zm00001d013385",0,1,1,0
"Zm00001d013386",1,0,1,1
"Zm00001d013390",0,0,1,0
"Zm00001d013398",0,1,0,0
"Zm00001d013406",1,1,0,1
"Zm00001d013410",0,0,0,1
"Zm00001d013411",0,1,0,0
"Zm00001d013415",1,0,0,0
"Zm00001d013416",0,0,0,1
"Zm00001d013417",0,0,0,1
"Zm00001d013419",0,1,1,1
"Zm00001d013421",0,0,0,1
"Zm00001d013422",1,0,1,1
"Zm00001d013429",0,1,1,1
"Zm00001d013431",0,1,0,0
"Zm00001d013432",0,0,0,1
"Zm00001d013439",0,0,0,1
"Zm00001d013442",0,0,0,1
"Zm00001d013443",0,1,0,0
"Zm00001d013445",1,1,0,0
"Zm00001d013446",1,0,0,0
"Zm00001d013447",1,1,1,0
"Zm00001d013448",0,0,0,1
"Zm00001d013449",1,1,0,0
